"","Company","Specific_Bean_Origin_or_Bar_Name","REF","Review_Date","Cocoa_Percentage","Company_Location","Rating","Broad_Bean_Origin","Gorzka"
"289","Cacao Barry","Mexico",147,2007,66,"France",3,"Mexico","Nie"
"290","Cacao de Origen","Chuao",1688,2015,77,"Venezuela",3.5,"Venezuela","Tak"
"291","Cacao de Origen","Rio Caribe",1692,2015,75,"Venezuela",3.25,"Venezuela","Tak"
"292","Cacao de Origen","Agua Fria; Sucre region",1391,2014,75,"Venezuela",2.5,"Venezuela","Tak"
"293","Cacao de Origen","Macuare; Miranda; Chloe formula",1391,2014,74,"Venezuela",3.25,"Venezuela","Tak"
"294","Cacao de Origen","Chuao, Aragua region",1391,2014,75,"Venezuela",3.5,"Venezuela","Tak"
"295","Cacao de Origen","Chuao, Aragua region",1395,2014,70,"Venezuela",3.75,"Venezuela","Tak"
"296","Cacao de Origin","Hacienda la Trinidad",1668,2015,74,"Venezuela",3.25,"Venezuela","Tak"
"297","Cacao Hunters","Macondo",1816,2016,71,"Colombia",3.75,"Colombia","Tak"
"298","Cacao Hunters","Perla Negra",1816,2016,74,"Colombia",3.75,"Colombia","Tak"
"299","Cacao Hunters","Arhuacos",1662,2015,72,"Colombia",3.75,"Colombia","Tak"
"300","Cacao Hunters","Sierra Nevada",1430,2014,64,"Colombia",3.5,"Colombia","Nie"
"301","Cacao Hunters","Tumaco",1430,2014,70,"Colombia",3.5,"Colombia","Tak"
"302","Cacao Hunters","Boyaca, Aprocampa Coop, Pauna",1434,2014,69,"Colombia",2.75,"Colombia","Nie"
"303","Cacao Hunters","Arauca",1434,2014,70,"Colombia",3.25,"Colombia","Tak"
"304","Cacao Market","Jutiapa, lot 050916D",1860,2016,70,"U.S.A.",3.5,"Honduras","Tak"
"305","Cacao Prieto","Criollo, Dominican Republic",991,2012,72,"U.S.A.",3.75,"Dominican Republic","Tak"
"306","Cacao Prieto","Dominican Republicm, rustic",641,2011,72,"U.S.A.",3,"Dominican Republic","Tak"
"307","Cacao Prieto","Dominican Republic",641,2011,66,"U.S.A.",3.75,"Dominican Republic","Nie"
"308","Cacao Prieto","Dominican Republic, rustic",647,2011,65,"U.S.A.",3.25,"Dominican Republic","Nie"
"309","Cacao Sampaka","Mahali, Kasai",1908,2016,70,"Spain",3.5,"Congo","Tak"
"310","Cacao Sampaka","Madagascar",508,2010,71,"Spain",3.5,"Madagascar","Tak"
"311","Cacao Sampaka","Ecuador",523,2010,71,"Spain",3.75,"Ecuador","Tak"
"312","Cacao Sampaka","Papua",523,2010,71,"Spain",4,"Papua New Guinea","Tak"
"313","Cacao Sampaka","Grenada",537,2010,71,"Spain",3.25,"Grenada","Tak"
"314","Cacao Sampaka","Venezuela",537,2010,71,"Spain",3.5,"Venezuela","Tak"
"315","Cacao Sampaka","Venezuela",537,2010,77,"Spain",3.5,"Venezuela","Tak"
"316","Cacao Sampaka","Porcelana, Tabasco, La Joya",336,2009,70,"Spain",4,"Mexico","Tak"
"317","Cacao Sampaka","Xoconusco, Chiapas",346,2009,70,"Spain",4,"Mexico","Tak"
"318","Cacao Store","Madagascar",1684,2015,70,"Japan",3,"Madagascar","Tak"
"319","Cacao Store","Peru",1684,2015,70,"Japan",3.25,"Peru","Tak"
"320","Cacao Store","Vietnam",1684,2015,70,"Japan",3.5,"Vietnam","Tak"
"321","Cacaosuyo (Theobroma Inversiones)","Piura",1173,2013,70,"Peru",3.25,"Peru","Tak"
"322","Cacaoyere (Ecuatoriana)","Amazonia",237,2008,63,"Ecuador",3.5,"Ecuador","Nie"
"323","Cacaoyere (Ecuatoriana)","Esmeraldas",237,2008,71,"Ecuador",3.5,"Ecuador","Tak"
"324","Cacaoyere (Ecuatoriana)","Bolivar",245,2008,82,"Ecuador",2.5,"Ecuador","Tak"
"325","Cacaoyere (Ecuatoriana)","Pichincha",259,2008,91,"Ecuador",1.5,"Ecuador","Tak"
"326","Callebaut","Grenade",296,2008,60,"Belgium",2.75,"Grenada","Nie"
"327","Callebaut","Baking",141,2007,70,"Belgium",1,"Ecuador","Tak"
"328","C-Amaro","Cuba",1442,2014,75,"Italy",2.5,"Cuba","Tak"
"329","C-Amaro","Dominican Republic",1442,2014,72,"Italy",3,"Dominican Republic","Tak"
"330","C-Amaro","Lago di Como, Blu",1442,2014,70,"Italy",3.5," ","Tak"
"331","C-Amaro","Ecuador",1185,2013,100,"Italy",3.5,"Ecuador","Tak"
"332","C-Amaro","Venezuela",809,2012,80,"Italy",3,"Venezuela","Tak"
"333","C-Amaro","Sao Tome",749,2011,78,"Italy",2.25,"Sao Tome","Tak"
"334","C-Amaro","Trinidad",765,2011,70,"Italy",2.5,"Trinidad","Tak"
"335","Cao","Porcelana",1804,2016,75,"U.S.A.",2.5,"Venezuela","Tak"
"336","Cao","Tanzania",1804,2016,73,"U.S.A.",2.75,"Tanzania","Tak"
"337","Cao","Porcelana, Batch 5163",1804,2016,70,"U.S.A.",3,"Venezuela","Tak"
"338","Cao","Bolivia",1808,2016,75,"U.S.A.",3,"Bolivia","Tak"
"339","Cao","Brazil",1808,2016,70,"U.S.A.",3.25,"Brazil","Tak"
"340","Caoni (Tulicorp)","Esmeraldas",237,2008,77,"Ecuador",2,"Ecuador","Tak"
"341","Caoni (Tulicorp)","Manabi",237,2008,77,"Ecuador",2.5,"Ecuador","Tak"
"342","Caoni (Tulicorp)","Los Rios",245,2008,77,"Ecuador",2.75,"Ecuador","Tak"
"343","Caoni (Tulicorp)","Manabi",266,2008,55,"Ecuador",3,"Ecuador","Nie"
"344","Caoni (Tulicorp)","Los Rios",269,2008,55,"Ecuador",3.25,"Ecuador","Nie"
"345","Caoni (Tulicorp)","Esmeraldas",269,2008,55,"Ecuador",3.5,"Ecuador","Nie"
"346","Captain Pembleton","Saidor Estate, Madang P.",1263,2014,70,"New Zealand",3.5,"Papua New Guinea","Tak"
"347","Captain Pembleton","Kulili Estate",1263,2014,70,"New Zealand",3.75,"Papua New Guinea","Tak"
"348","Caribeans","Antigua, Special Reserve",1582,2015,72,"Costa Rica",3.5,"Guatemala","Tak"
"349","Caribeans","Talamanca, Raul-Kekoldo community",1586,2015,72,"Costa Rica",3.25,"Costa Rica","Tak"
"350","Caribeans","Anselmo Paraiso Estate",1586,2015,72,"Costa Rica",3.5,"Costa Rica","Tak"
"351","Caribeans","Costa Rica",841,2012,72,"Costa Rica",3,"Costa Rica","Tak"
"352","Caribeans","Costa Rica",845,2012,80,"Costa Rica",2.75,"Costa Rica","Tak"
"353","Carlotta Chocolat","Arauca",1884,2016,65,"Colombia",3,"Colombia","Nie"
"354","Carlotta Chocolat","Tumaco",1888,2016,65,"Colombia",3.25,"Colombia","Nie"
"355","Carlotta Chocolat","Cordoba",1888,2016,65,"Colombia",3.25,"Colombia","Nie"
"356","Carlotta Chocolat","Huila",1888,2016,65,"Colombia",3.5,"Colombia","Nie"
"357","Carlotta Chocolat","Cesar",1888,2016,65,"Colombia",3.5,"Colombia","Nie"
"358","Castronovo","Maya Mtn, Batch 454, Heirloom",1724,2016,72,"U.S.A.",4,"Belize","Tak"
"359","Castronovo","the lost city, gracias a dias, batch 362",1570,2015,72,"U.S.A.",3.5,"Honduras","Tak"
"360","Castronovo","Duarte, Batch 360",1570,2015,70,"U.S.A.",3.75,"Domincan Republic","Tak"
"361","Castronovo","Piaroa, Amazonas, Batch 350",1574,2015,72,"U.S.A.",3.5,"Venezuela","Tak"
"362","Castronovo","Sierra Nevada",1347,2014,72,"U.S.A.",3.5,"Colombia","Tak"
"363","Castronovo","Arauca",1371,2014,76,"U.S.A.",3.5,"Colombia","Tak"
"364","Castronovo","Elvesia P.",1407,2014,70,"U.S.A.",2.75,"Dominican Republic","Tak"
"365","Castronovo","Bolivia",1101,2013,70,"U.S.A.",3,"Bolivia","Tak"
"366","Castronovo","Conacado",1101,2013,73,"U.S.A.",3.5,"Dominican Republic","Tak"
"367","Castronovo","San Martin",1105,2013,70,"U.S.A.",2.5,"Peru","Tak"
"368","Castronovo","Guaniamo, Amazonas",1105,2013,70,"U.S.A.",3.25,"Venezuela","Tak"
"369","Castronovo","Nicaragua",1109,2013,72,"U.S.A.",3.25,"Nicaragua","Tak"
"370","Castronovo","Tumbes",1153,2013,70,"U.S.A.",2.75,"Peru","Tak"
"371","Castronovo","Guaniamo",1153,2013,72,"U.S.A.",3,"Venezuela","Tak"
"372","Cello","Ecuador",1247,2014,70,"U.S.A.",2.5,"Ecuador","Tak"
"373","Cello","Peru",1247,2014,70,"U.S.A.",2.75,"Peru","Tak"
"374","Cello","Venezuela",1251,2014,70,"U.S.A.",2.75,"Venezuela","Tak"
"375","Cello","Bolivia",1251,2014,70,"U.S.A.",3,"Bolivia","Tak"
"376","Cemoi","Equateur",404,2009,72,"France",2.75,"Ecuador","Tak"
"377","Chaleur B","Uganda",1426,2014,70,"Canada",2.75,"Uganda","Tak"
"378","Charm School","Maya Mtn",1900,2016,70,"U.S.A.",3.25,"Belize","Tak"
"379","Chchukululu (Tulicorp)","Arriba",486,2010,55,"Ecuador",2.75,"Ecuador","Nie"
"380","Chchukululu (Tulicorp)","Los Rios",252,2008,75,"Ecuador",3,"Ecuador","Tak"
"381","Chequessett","la Amistad",1235,2014,70,"U.S.A.",3.5,"Costa Rica","Tak"
"382","Chloe Chocolat","Blend No. 1",672,2011,70,"France",3.5," ","Tak"
"383","Chocablog","Ecuador",1454,2015,70,"U.K.",3.25,"Ecuador","Tak"
"384","Choco Del Sol","Maya Mountain w/ nibs",1407,2014,75,"Germany",3,"Belize","Tak"
"385","Choco Del Sol","Maya Mountain",1407,2014,82,"Germany",3.25,"Belize","Tak"
"386","Choco Dong","Mekong Delta, early 2014 Harvest",1696,2015,70,"South Korea",2.75,"Vietnam","Tak"
"387","Choco Dong","Tawau, Oct. 2015 Harvest",1696,2015,70,"South Korea",3.5,"Malaysia","Tak"
"388","Chocolarder","Peru",1482,2015,65,"U.K.",2.5,"Peru","Nie"
"389","Chocolarder","Peru + nibs",1482,2015,65,"U.K.",2.75,"Peru","Nie"
"390","Chocolarder","Dominican Republic",1514,2015,80,"U.K.",2.5,"Dominican Republic","Tak"
"391","Chocola'te","Madagascar",647,2011,70,"U.S.A.",3.75,"Madagascar","Tak"
"392","Chocola'te","Venezuela",647,2011,68,"U.S.A.",3.75,"Venezuela","Nie"
"393","Chocolate Alchemist-Philly","Tumbes, ""Zarumilla""",1772,2016,90,"U.S.A.",2.5,"Peru","Tak"
"394","Chocolate Alchemist-Philly","Philly Blend, 5 plantations",1772,2016,80,"U.S.A.",2.5," ","Tak"
"395","Chocolate Con Amor","Wild Bolivian",1760,2016,70,"U.S.A.",2.5,"Bolivia","Tak"
"396","Chocolate Con Amor","Uganda",1760,2016,70,"U.S.A.",2.75,"Uganda","Tak"
"397","Chocolate Con Amor","Dominican Republic",1764,2016,60,"U.S.A.",3,"Dominican Republic","Nie"
"398","Chocolate Con Amor","Dominican Republic",1764,2016,75,"U.S.A.",3,"Dominican Republic","Tak"
"399","Chocolate Con Amor","Ocumare",1764,2016,80,"U.S.A.",3,"Venezuela","Tak"
"400","Chocolate Con Amor","Ecuador",1764,2016,70,"U.S.A.",3.25,"Ecuador","Tak"
"401","Chocolate Con Amor","Nicaragua",1768,2016,80,"U.S.A.",2.75,"Nicaragua","Tak"
"402","Chocolate Conspiracy","Peru",1259,2014,74,"U.S.A.",2.75,"Peru","Tak"
"403","Chocolate Makers","Tres Hombres",1530,2015,75,"Amsterdam",3.25,"Dominican Republic","Tak"
"404","Chocolate Makers","Congo, Gorilla bar",1530,2015,68,"Amsterdam",3.5,"Congo","Nie"
"405","Chocolate Makers","Peru, Awagum bar",1530,2015,80,"Amsterdam",3.75,"Peru","Tak"
"406","Chocolate Tree, The","Maranon",1582,2015,69,"Scotland",3.75,"Peru","Nie"
"407","Chocolate Tree, The","Carenero Superior",1582,2015,80,"Scotland",3.75,"Venezuela","Tak"
"408","Chocolate Tree, The","Peru",1121,2013,70,"Scotland",3.75,"Peru","Tak"
"409","Chocolate Tree, The","Ecuador",919,2012,82,"Scotland",2.5,"Ecuador","Tak"
"410","Chocolate Tree, The","Peru",919,2012,68,"Scotland",2.75,"Peru","Nie"
"411","Chocolate Tree, The","Madagascar",919,2012,72,"Scotland",3.25,"Madagascar","Tak"
"412","Chocolats Privilege","Xoconusco",1219,2014,70,"Canada",2.5,"Mexico","Tak"
"413","ChocoReko","Patanemo",1454,2015,77,"Japan",3,"Venezuela","Tak"
"414","Chocosol","Chiapas, Lacandon Jungle, Oaxacom Mtn",682,2011,65,"Canada",3.25,"Mexico","Nie"
"415","Chocovic","Xoconusco",478,2010,71,"Spain",3.25,"Mexico","Tak"
"416","Chocovic","Sambirano",478,2010,71,"Spain",3.5,"Madagascar","Tak"
"417","Chocovic","Kendari",439,2009,60,"Spain",3.25," ","Nie"
"418","Chocovic","Tarakan",439,2009,75,"Spain",3.25," ","Tak"
"419","Chocovic","Ocumare",209,2008,71,"Spain",3.5,"Venezuela","Tak"
"420","Chocovic","Bolivar, Guaranda",117,2007,71,"Spain",2.5,"Ecuador","Tak"
"421","Chocovic","Guyave",117,2007,71,"Spain",2.5,"Grenada","Tak"
"422","Chocovic","Maragda",117,2007,70,"Spain",3," ","Tak"
"423","Chocovivo","Tabasco",1522,2015,65,"U.S.A.",2.5,"Mexico","Nie"
"424","Chocovivo","Tabasco",1522,2015,75,"U.S.A.",2.5,"Mexico","Tak"
"425","Choklat","Ocumare",377,2009,80,"Canada",2.5,"Venezuela","Tak"
"426","Choklat","Porcelana, Tabasco",377,2009,70,"Canada",2.75,"Mexico","Tak"
"427","Choklat","Brazilian",377,2009,70,"Canada",3,"Brazil","Tak"
"428","Choklat","Brazilian",377,2009,80,"Canada",3,"Brazil","Tak"
"429","Choklat","Ocumare",377,2009,70,"Canada",3,"Venezuela","Tak"
"430","Chokolat Elot (Girard)","Guadeloupe",1149,2013,42,"Martinique",2.75,"Martinique","Nie"
"431","Choocsol","Chiapas, Lacandon Jungle, Oaxacom Mtn",1832,2016,75,"Canada",3.25,"Mexico","Tak"
"432","Christopher Morel (Felchlin)","Maranon Canyon, Fortunato No. 4",666,2011,68,"Canada",3.75,"Peru","Nie"
"433","Chuao Chocolatier","Choroni",445,2009,61,"U.S.A.",3,"Venezuela","Nie"
"434","Chuao Chocolatier (Pralus)","Chuao",486,2010,77,"U.S.A.",2.75,"Venezuela","Tak"
"435","Claudio Corallo","Terreiro Velho P.",470,2010,73.5,"Sao Tome",3.75,"Sao Tome & Principe","Tak"
"436","Claudio Corallo","Terreiro Velho P. w/ sugar crystals",209,2008,80,"Sao Tome",3,"Sao Tome & Principe","Tak"
"437","Claudio Corallo","Terreiro Velho P.",227,2008,75,"Sao Tome",4,"Sao Tome & Principe","Tak"
"438","Claudio Corallo","Principe",252,2008,100,"Sao Tome",1,"Sao Tome & Principe","Tak"
"439","Cloudforest","Camino Verde P., Balao, Guayas, 2014",1486,2015,73,"U.S.A.",3.5,"Ecuador","Tak"
"440","Coleman & Davis","Sambirano",1646,2015,75,"U.S.A.",3,"Madagascar","Tak"
"441","Compania de Chocolate (Salgado)","Sur del Lago",579,2010,70,"Argentina",3.25,"Venezuela","Tak"
"442","Compania de Chocolate (Salgado)","Carenero Superior",292,2008,80,"Argentina",2.75,"Venezuela","Tak"
"443","Compania de Chocolate (Salgado)","Moxos",292,2008,72,"Argentina",3.25,"Bolivia","Tak"
"444","Compania de Chocolate (Salgado)","Ocumare",292,2008,70,"Argentina",3.75,"Venezuela","Tak"
"445","Compania de Chocolate (Salgado)","Esmeraldas",296,2008,88,"Argentina",2.75,"Ecuador","Tak"
"446","Condor","Camino Verde",1630,2015,76,"U.S.A.",3.5,"Ecuador","Tak"
"447","Confluence","Tien Giang, 2015, batch 10-2-16",1916,2016,78,"U.S.A.",2.75,"Vietnam","Tak"
"448","Coppeneur","Ecuador, Puristique",1169,2013,65,"Germany",3.25,"Ecuador","Nie"
"449","Coppeneur","Ghana Puristique",813,2012,85,"Germany",3.5,"Ghana","Tak"
"450","Coppeneur","Ecuador Puristique",817,2012,100,"Germany",1.5,"Ecuador","Tak"
"451","Coppeneur","Uba Budo",821,2012,72,"Germany",3.75,"Sao Tome & Principe","Tak"
"452","Coppeneur","Madagascar",959,2012,70,"Germany",3.5,"Madagascar","Tak"
"453","Coppeneur","Grenada",470,2010,72,"Germany",3.25,"Grenada","Tak"
"454","Coppeneur","Chuao",478,2010,70,"Germany",3,"Venezuela","Tak"
"455","Coppeneur","Los Rios, H. Iara",558,2010,72,"Germany",2.5,"Ecuador","Tak"
"456","Coppeneur","Trinidad",558,2010,72,"Germany",3,"Trinidad","Tak"
"457","Coppeneur","Jamaica",558,2010,72,"Germany",3.25,"Jamaica","Tak"
"458","Coppeneur","Ocumare 61",558,2010,72,"Germany",3.25,"Venezuela","Tak"
"459","Coppeneur","Porcelana, Apotequil",341,2009,72,"Germany",3,"Peru","Tak"
"460","Coppeneur","Porcelana, Apotequil",445,2009,62,"Germany",3.25,"Peru","Nie"
"461","Coppeneur","Chuao 100hr",451,2009,70,"Germany",3.5,"Venezuela","Tak"
"462","Coppeneur","Chuao 70hr",451,2009,70,"Germany",3.75,"Venezuela","Tak"
"463","Coppeneur","Porcelana, Tabasco, Mexico",220,2008,72,"Germany",3,"Mexico","Tak"
"464","Coppeneur","Porcelana, Venezuela",220,2008,72,"Germany",3,"Venezuela","Tak"
"465","Coppeneur","Sambirano, Menava P.",196,2007,72,"Germany",3,"Madagascar","Tak"
"466","Cote d' Or (Kraft)","Sensations Intense",48,2006,70,"Belgium",1," ","Tak"
"467","Cravve","New Ireland",1283,2014,70,"Australia",2.5,"Papua New Guinea","Tak"
"468","Cravve","Vanuatu, batch 2410",1335,2014,83,"Australia",2.75,"Vanuatu","Tak"
"469","Cravve","Tanzania, batch a1",971,2012,75,"Australia",3.25,"Tanzania","Tak"
"470","Cravve","Bahia, batch a1213",975,2012,65,"Australia",3.25,"Brazil","Nie"
"471","Cravve","Namau Village, N. Taileva P., batch a2812",975,2012,67,"Australia",3.25,"Fiji","Nie"
"472","Cravve","Vanuatu",975,2012,64,"Australia",3.25,"Vanuatu","Nie"
"473","Cravve","Djual Island",975,2012,75,"Australia",3.5,"Papua New Guinea","Tak"
"474","Creo","""heirloom"", Arriba Nacional",1736,2016,85,"U.S.A.",3.25,"Ecuador","Tak"
"475","Creo","""heirloom"", Arriba Nacional",1736,2016,73,"U.S.A.",3.75,"Ecuador","Tak"
"476","Daintree","Goodman Estate",1654,2015,70,"Australia",2.75,"Australia","Tak"
"477","Daintree","Daintree Estates, N. Queensland",785,2011,70,"Australia",3.25,"Australia","Tak"
"478","Dalloway","Dominican Republic, batch 7",1928,2017,72,"U.S.A.",2.75,"Dominican Republic","Tak"
"479","Damson","Robson Estate",1610,2015,70,"U.K.",3,"Trinidad","Tak"
"480","Damson","Los Rios",1610,2015,70,"U.K.",3.5,"Ecuador","Tak"
"481","Damson","Crayfish Bay aka Non Pariel Estate",1666,2015,70,"U.K.",2.25,"Grenada","Tak"
"482","Damson","O'Payo",1666,2015,70,"U.K.",2.75,"Nicaragua","Tak"
"483","Dandelion","Zorzal Reserva, 2015 H., Kerchner",1816,2016,70,"U.S.A.",3.75," ","Tak"
"484","Dandelion","Maya Mtn., Break Bar- Snark",1446,2015,70,"U.S.A.",3,"Belize","Tak"
"485","Dandelion","Maya Mountain",1219,2014,70,"U.S.A.",3.5,"Belize","Tak"
"486","Dandelion","Camino Verde P., Balao, Guayas, 2013",1295,2014,70,"U.S.A.",3.5,"Ecuador","Tak"
"487","Dandelion","Buto",1303,2014,70,"U.S.A.",2.75,"Liberia","Tak"
"488","Dandelion","San Francisco de Macoris, Cibao region",1387,2014,70,"U.S.A.",3.75,"Dominican Republic","Tak"
"489","Dandelion","Cumboto, farmer Jose Lugo",1026,2013,70,"U.S.A.",2.75,"Venezuela","Tak"
"490","Dandelion","Patanemo",1026,2013,70,"U.S.A.",3.25,"Venezuela","Tak"
"491","Dandelion","Mantuano, 2012",1085,2013,70,"U.S.A.",3.5,"Venezuela","Tak"
"492","Dandelion","Papua New Guinea",1153,2013,70,"U.S.A.",3.5,"Papua New Guinea","Tak"
"493","Dandelion","Upala",805,2012,70,"U.S.A.",3,"Costa Rica","Tak"
"494","Dandelion","Colombian",805,2012,70,"U.S.A.",3.25,"Colombia","Tak"
"495","Dandelion","Elvesia, 2011",915,2012,70,"U.S.A.",3.75,"Dominican Republic","Tak"
"496","Dandelion","Dominican Republic",654,2011,70,"U.S.A.",3.25,"Dominican Republic","Tak"
"497","Dandelion","Madagascar",654,2011,70,"U.S.A.",3.25,"Madagascar","Tak"
"498","Dandelion","Tanzania",654,2011,70,"U.S.A.",3.25,"Tanzania","Tak"
"499","Danta","Los Ujuxtes",1223,2014,82,"Guatemala",3.25,"Guatemala","Tak"
"500","Danta","Chuao",987,2012,75,"Guatemala",3,"Venezuela","Tak"
"501","Danta","Los Ujuxtes",987,2012,70,"Guatemala",3.75,"Guatemala","Tak"
"502","Danta","Sambirano",987,2012,70,"Guatemala",3.75,"Madagascar","Tak"
"503","Danta","Las Acacias E.",987,2012,70,"Guatemala",4,"Guatemala","Tak"
"504","Danta","Oscuro, Finca Chimelb",991,2012,70,"Guatemala",3.25,"Guatemala","Tak"
"505","Danta","Los Ujuxtes",661,2011,60,"Guatemala",3.5,"Guatemala","Nie"
"506","Danta","Las Acacias E.",423,2009,75,"Guatemala",3,"Guatemala","Tak"
"507","Danta","Las Acacias E.",423,2009,60,"Guatemala",3.25,"Guatemala","Nie"
"508","DAR","Venezuela, batch 122",1920,2016,72,"U.S.A.",2.75,"Venezuela","Tak"
"509","DAR","Vietnam",1920,2016,72,"U.S.A.",3,"Vietnam","Tak"
"510","DAR","DUO, batch 002",1920,2016,70,"U.S.A.",3.25,"Ecuador, Costa Rica","Tak"
"511","Dark Forest","Bolivia",1708,2016,75,"U.S.A.",3.25,"Bolivia","Tak"
"512","Dark Forest","Madagascar",1550,2015,70,"U.S.A.",3,"Madagascar","Tak"
"513","Dark Forest","Ocumare",1550,2015,70,"U.S.A.",3.25,"Venezuela","Tak"
"514","Dark Forest","Tanzania",1554,2015,70,"U.S.A.",3,"Tanzania","Tak"
"515","Dark Forest","Ecuador",1554,2015,70,"U.S.A.",3.25,"Ecuador","Tak"
"516","Davis","Ghana",1093,2013,70,"U.S.A.",2.5,"Ghana","Tak"
"517","Davis","Rainforest",1093,2013,70,"U.S.A.",2.75,"Dominican Republic","Tak"
"518","Davis","Venezuela",1093,2013,70,"U.S.A.",2.75,"Venezuela","Tak"
"519","Davis","West Africa",907,2012,58,"U.S.A.",3.25,"West Africa","Nie"
"520","De Mendes","Nativo, Varzea",1462,2015,72,"Brazil",3.5,"Brazil","Tak"
"521","De Mendes","Selvagem, Jari",1462,2015,65,"Brazil",3.5,"Brazil","Nie"
"522","De Villiers","Bundibugyo District",1832,2016,70,"South Africa",2.5,"Uganda","Tak"
"523","De Villiers","Sambirano Valley, batch 2477",1832,2016,70,"South Africa",3,"Madagascar","Tak"
"524","Dean and Deluca (Belcolade)","Madagascar",170,2007,66,"U.S.A.",2.5,"Madagascar","Nie"
"525","Dean and Deluca (Belcolade)","Costa Rica",175,2007,64,"U.S.A.",3,"Costa Rica","Nie"
"526","Dean and Deluca (Belcolade)","Ecuador",175,2007,71,"U.S.A.",3,"Ecuador","Tak"
"527","Dean and Deluca (Belcolade)","Ghana",175,2007,60,"U.S.A.",3,"Ghana","Nie"
"528","Dean and Deluca (Belcolade)","Papua New Guinea",180,2007,64,"U.S.A.",3,"Papua New Guinea","Nie"
"529","Dean and Deluca (Belcolade)","Peru",180,2007,64,"U.S.A.",3,"Peru","Nie"
"530","Debauve & Gallais (Michel Cluizel)","Papua New Guinea",423,2009,64,"France",3,"Papua New Guinea","Nie"
"531","Debauve & Gallais (Michel Cluizel)","Venezuela",263,2008,66,"France",3.75,"Venezuela","Nie"
"532","Desbarres","Kilombero, batch 41",1916,2016,72,"Canada",2.5,"Tanzania","Tak"
"533","DeVries","Bolivian",241,2008,80,"U.S.A.",2.75,"Bolivia","Tak"
"534","DeVries","Costa Rica",166,2007,77,"U.S.A.",3.5,"Costa Rica","Tak"
"535","DeVries","Dominican Republic",166,2007,77,"U.S.A.",3.5,"Dominican Republic","Tak"
"536","Dick Taylor","Lanquin Estate",1952,2017,70,"U.S.A.",3.75,"Guatemala","Tak"
"537","Dick Taylor","Tien Giang",1864,2016,78,"U.S.A.",3.5,"Vietnam","Tak"
"538","Dick Taylor","Alto Beni, Wild Harvest, Limited Ed.",1634,2015,70,"U.S.A.",3.75,"Bolivia","Tak"
"539","Dick Taylor","Elvesia",1235,2014,74,"U.S.A.",3.5,"Dominican Republic","Tak"
"540","Dick Taylor","Ecuador, Choc. Garage Exclusive",1034,2013,70,"U.S.A.",3.25,"Ecuador","Tak"
"541","Dick Taylor","Camino Verde",1193,2013,76,"U.S.A.",3.5,"Ecuador","Tak"
"542","Dick Taylor","Bolivia",895,2012,75,"U.S.A.",2.75,"Bolivia","Tak"
"543","Dick Taylor","Belize",955,2012,72,"U.S.A.",2.75,"Belize","Tak"
"544","Dick Taylor","Sambirano",661,2011,80,"U.S.A.",2.75,"Madagascar","Tak"
"545","Dick Taylor","Sambirano",661,2011,72,"U.S.A.",3,"Madagascar","Tak"
"546","Dick Taylor","Mantuano",682,2011,75,"U.S.A.",2.75,"Venezuela","Tak"
"547","Dick Taylor","La Red",769,2011,74,"U.S.A.",3,"Dominican Republic","Tak"
"548","Dick Taylor","Ecuador",769,2011,70,"U.S.A.",3.25,"Ecuador","Tak"
"549","Doble & Bignall","Puerto Cabello",1688,2015,85,"U.K.",3,"Venezuela","Tak"
"550","Doble & Bignall","Panama, Raven",1371,2014,72,"U.K.",3.25,"Panama","Tak"
"551","Doble & Bignall","Puerto Cabello, Mantuano",1371,2014,72,"U.K.",3.25,"Venezuela","Tak"
"552","Doble & Bignall","Johe",1407,2014,72,"U.K.",3.5,"Nicaragua","Tak"
"553","Dole (Guittard)","O'ahu, N. Shore, Waialua Estate",311,2009,70,"U.S.A.",3.75,"Hawaii","Tak"
"554","Dolfin (Belcolade)","Africa",304,2008,88,"Belgium",3,"West Africa","Tak"
"555","Dolfin (Belcolade)","Noir",63,2006,70,"Belgium",1.5," ","Tak"
"556","Domori","Hacienda Victoria",1672,2015,70,"Italy",3.75,"Ecuador","Tak"
"557","Domori","Ocumare 77",1672,2015,70,"Italy",3.75,"Venezuela","Tak"
"558","Domori","IL100, H. San Jose",1109,2013,100,"Italy",3,"Venezuela","Tak"
"559","Domori","Morogoro",863,2012,70,"Italy",3.5,"Tanzania","Tak"
"560","Domori","Guasare",863,2012,70,"Italy",3.75,"Venezuela","Tak"
"561","Domori","Canoabo, Hacienda San Jose",693,2011,70,"Italy",3.5,"Venezuela","Tak"
"562","Domori","Chuao, Hacienda San Jose",470,2010,70,"Italy",3,"Venezuela","Tak"
"563","Domori","Carupano, H. San Jose",227,2008,70,"Italy",3,"Venezuela","Tak"
"564","Domori","Teyuna",272,2008,70,"Italy",3,"Colombia","Tak"
"565","Domori","Blend No. 1",272,2008,78,"Italy",3.5," ","Tak"
"566","Domori","Ilblend",272,2008,70,"Italy",3.75," ","Tak"
"567","Domori","Porcelana",111,2007,70,"Italy",4,"Venezuela","Tak"
"568","Domori","Ocumare 61, Puertomar",129,2007,75,"Italy",3.25,"Venezuela","Tak"
"569","Domori","Granella",135,2007,60,"Italy",3.25,"Venezuela","Nie"
"570","Domori","Madagascar",135,2007,70,"Italy",3.5,"Madagascar","Tak"
"571","Domori","Madagared",192,2007,70,"Italy",3.5,"Madagascar","Tak"
